"Intensity","E4","Composition","Points:0","Points:1","Points:2"
0.65824,0.23207,0,-0.27891,1.3565,-0.97687
0.66247,0.23814,0,-0.27891,1.3795,-0.97687
0.66663,0.24426,0,-0.27891,1.4025,-0.97687
0.67055,0.25014,0,-0.27891,1.4255,-0.97687
0.67403,0.25547,0,-0.27891,1.4485,-0.97687
0.67691,0.25995,0,-0.27891,1.4714,-0.97687
0.67902,0.2633,0,-0.27891,1.4944,-0.97687
0.68026,0.26531,0,-0.27891,1.5174,-0.97687
0.68054,0.26584,0,-0.27891,1.5404,-0.97687
0.67989,0.26492,0,-0.27891,1.5634,-0.97687
0.67848,0.26283,0,-0.27891,1.5864,-0.97687
0.67678,0.26029,0,-0.27891,1.6093,-0.97687
0.67582,0.2587,0,-0.27891,1.6323,-0.97687
0.67743,0.26054,0,-0.27891,1.6553,-0.97687
0.68453,0.26987,0,-0.27891,1.6783,-0.97687
0.70107,0.2931,0,-0.27891,1.7013,-0.97687
0.73205,0.34093,0,-0.27891,1.7243,-0.97687
0.78442,0.43372,0,-0.27891,1.7472,-0.97687
0.84035,0.56497,0,-0.27891,1.7702,-0.97687
0.92302,0.79144,0,-0.27891,1.7932,-0.97687
1.0103,1.103,0,-0.27891,1.8162,-0.97687
1.0966,1.4987,0,-0.27891,1.8392,-0.97687
1.1771,1.9622,0,-0.27891,1.8622,-0.97687
1.2484,2.4599,0,-0.27891,1.8852,-0.97687
1.308,2.9471,0,-0.27891,1.9081,-0.97687
1.3543,3.3747,0,-0.27891,1.9311,-0.97687
1.3862,3.697,0,-0.27891,1.9541,-0.97687
1.4034,3.8798,0,-0.27891,1.9771,-0.97687
1.4057,3.9049,0,-0.27891,2.0001,-0.97687
1.3936,3.7728,0,-0.27891,2.0231,-0.97687
1.3675,3.5015,0,-0.27891,2.046,-0.97687
1.3284,3.1225,0,-0.27891,2.069,-0.97687
1.2776,2.6758,0,-0.27891,2.092,-0.97687
1.2163,2.2035,0,-0.27891,2.115,-0.97687
1.1466,1.7443,0,-0.27891,2.138,-0.97687
1.0704,1.3288,0,-0.27891,2.161,-0.97687
0.9906,0.97727,0,-0.27891,2.184,-0.97687
0.91036,0.69855,0,-0.27891,2.2069,-0.97687
1.3232,3.0868,0,-0.27891,-1.9073,-0.95388
1.2628,2.575,0,-0.27891,-1.8843,-0.95388
1.1905,2.0525,0,-0.27891,-1.8613,-0.95388
1.1089,1.5664,0,-0.27891,-1.8383,-0.95388
1.0214,1.1502,0,-0.27891,-1.8153,-0.95388
0.9321,0.82109,0,-0.27891,-1.7924,-0.95388
0.84732,0.58183,0,-0.27891,-1.7694,-0.95388
0.78889,0.44197,0,-0.27891,-1.7464,-0.95388
0.73344,0.34238,0,-0.27891,-1.7234,-0.95388
0.69972,0.29004,0,-0.27891,-1.7004,-0.95388
0.68079,0.26339,0,-0.27891,-1.6774,-0.95388
0.67161,0.25114,0,-0.27891,-1.6544,-0.95388
0.66822,0.24668,0,-0.27891,-1.6315,-0.95388
0.66773,0.24597,0,-0.27891,-1.6085,-0.95388
0.66832,0.24667,0,-0.27891,-1.5855,-0.95388
0.66905,0.24751,0,-0.27891,-1.5625,-0.95388
0.66948,0.24792,0,-0.27891,-1.5395,-0.95388
0.6695,0.24773,0,-0.27891,-1.5165,-0.95388
0.66912,0.24697,0,-0.27891,-1.4936,-0.95388
0.66845,0.24578,0,-0.27891,-1.4706,-0.95388
0.66759,0.24433,0,-0.27891,-1.4476,-0.95388
0.66668,0.2428,0,-0.27891,-1.4246,-0.95388
0.66581,0.24138,0,-0.27891,-1.4016,-0.95388
0.6651,0.24019,0,-0.27891,-1.3786,-0.95388
0.6646,0.23937,0,-0.27891,-1.3556,-0.95388
0.66439,0.239,0,-0.27891,-1.3327,-0.95388
0.66448,0.23912,0,-0.27891,-1.3097,-0.95388
0.66489,0.23976,0,-0.27891,-1.2867,-0.95388
0.66562,0.24093,0,-0.27891,-1.2637,-0.95388
0.66666,0.24261,0,-0.27891,-1.2407,-0.95388
0.66799,0.24478,0,-0.27891,-1.2177,-0.95388
0.66958,0.2474,0,-0.27891,-1.1948,-0.95388
0.67142,0.25046,0,-0.27891,-1.1718,-0.95388
0.67347,0.2539,0,-0.27891,-1.1488,-0.95388
0.67572,0.25769,0,-0.27891,-1.1258,-0.95388
0.67815,0.26179,0,-0.27891,-1.1028,-0.95388
0.68072,0.26616,0,-0.27891,-1.0798,-0.95388
0.68341,0.27074,0,-0.27891,-1.0569,-0.95388
0.68618,0.27548,0,-0.27891,-1.0339,-0.95388
0.68901,0.28032,0,-0.27891,-1.0109,-0.95388
0.69186,0.28519,0,-0.27891,-0.9879,-0.95388
0.69469,0.29003,0,-0.27891,-0.96491,-0.95388
0.69747,0.29477,0,-0.27891,-0.94193,-0.95388
0.70017,0.29937,0,-0.27891,-0.91894,-0.95388
0.70278,0.30378,0,-0.27891,-0.89596,-0.95388
0.70528,0.30797,0,-0.27891,-0.87297,-0.95388
0.70766,0.31192,0,-0.27891,-0.84999,-0.95388
0.70995,0.31565,0,-0.27891,-0.82701,-0.95388
0.71213,0.31915,0,-0.27891,-0.80402,-0.95388
0.71423,0.32245,0,-0.27891,-0.78104,-0.95388
0.71626,0.32557,0,-0.27891,-0.75805,-0.95388
0.71823,0.32854,0,-0.27891,-0.73507,-0.95388
0.72015,0.33137,0,-0.27891,-0.71208,-0.95388
0.72201,0.33408,0,-0.27891,-0.6891,-0.95388
0.72383,0.33667,0,-0.27891,-0.66611,-0.95388
0.72557,0.33913,0,-0.27891,-0.64313,-0.95388
0.72723,0.34143,0,-0.27891,-0.62015,-0.95388
0.72879,0.34356,0,-0.27891,-0.59716,-0.95388
0.7302,0.34547,0,-0.27891,-0.57418,-0.95388
0.73145,0.34712,0,-0.27891,-0.55119,-0.95388
0.73251,0.34847,0,-0.27891,-0.52821,-0.95388
0.73336,0.34948,0,-0.27891,-0.50522,-0.95388
0.73396,0.35011,0,-0.27891,-0.48224,-0.95388
0.73432,0.35034,0,-0.27891,-0.45926,-0.95388
0.73441,0.35015,0,-0.27891,-0.43627,-0.95388
0.73424,0.34952,0,-0.27891,-0.41329,-0.95388
0.7338,0.34846,0,-0.27891,-0.3903,-0.95388
0.7331,0.34699,0,-0.27891,-0.36732,-0.95388
0.73215,0.34511,0,-0.27891,-0.34433,-0.95388
0.73098,0.34286,0,-0.27891,-0.32135,-0.95388
0.72959,0.34028,0,-0.27891,-0.29836,-0.95388
0.72803,0.33742,0,-0.27891,-0.27538,-0.95388
0.72631,0.33431,0,-0.27891,-0.2524,-0.95388
0.72446,0.33102,0,-0.27891,-0.22941,-0.95388
0.72253,0.32761,0,-0.27891,-0.20643,-0.95388
0.72054,0.32413,0,-0.27891,-0.18344,-0.95388
0.71854,0.32065,0,-0.27891,-0.16046,-0.95388
0.71655,0.31723,0,-0.27891,-0.13747,-0.95388
0.71463,0.31393,0,-0.27891,-0.11449,-0.95388
0.71279,0.31081,0,-0.27891,-0.091504,-0.95388
0.71109,0.30793,0,-0.27891,-0.06852,-0.95388
0.70955,0.30533,0,-0.27891,-0.045536,-0.95388
0.70821,0.30306,0,-0.27891,-0.022551,-0.95388
0.70709,0.30117,0,-0.27891,0.00043333,-0.95388
0.70621,0.29969,0,-0.27891,0.023418,-0.95388
0.70561,0.29865,0,-0.27891,0.046402,-0.95388
0.70529,0.2981,0,-0.27891,0.069387,-0.95388
0.70528,0.29804,0,-0.27891,0.092371,-0.95388
0.70558,0.29851,0,-0.27891,0.11536,-0.95388
0.70621,0.29953,0,-0.27891,0.13834,-0.95388
0.70716,0.3011,0,-0.27891,0.16132,-0.95388
0.70844,0.30325,0,-0.27891,0.18431,-0.95388
0.71005,0.30597,0,-0.27891,0.20729,-0.95388
0.71198,0.30929,0,-0.27891,0.23028,-0.95388
0.71422,0.31318,0,-0.27891,0.25326,-0.95388
0.71675,0.31766,0,-0.27891,0.27625,-0.95388
0.71955,0.32269,0,-0.27891,0.29923,-0.95388
0.7226,0.32826,0,-0.27891,0.32222,-0.95388
0.72585,0.33433,0,-0.27891,0.3452,-0.95388
0.72928,0.34083,0,-0.27891,0.36818,-0.95388
0.73282,0.3477,0,-0.27891,0.39117,-0.95388
0.73644,0.35485,0,-0.27891,0.41415,-0.95388
0.74006,0.36217,0,-0.27891,0.43714,-0.95388
0.74362,0.36954,0,-0.27891,0.46012,-0.95388
0.74706,0.37682,0,-0.27891,0.48311,-0.95388
0.75029,0.38385,0,-0.27891,0.50609,-0.95388
0.75326,0.39045,0,-0.27891,0.52908,-0.95388
0.75587,0.39646,0,-0.27891,0.55206,-0.95388
0.75807,0.40167,0,-0.27891,0.57504,-0.95388
0.75977,0.4059,0,-0.27891,0.59803,-0.95388
0.76091,0.40899,0,-0.27891,0.62101,-0.95388
0.76144,0.41078,0,-0.27891,0.644,-0.95388
0.76129,0.41112,0,-0.27891,0.66698,-0.95388
0.76043,0.4099,0,-0.27891,0.68997,-0.95388
0.75883,0.40707,0,-0.27891,0.71295,-0.95388
0.75645,0.4026,0,-0.27891,0.73593,-0.95388
0.7533,0.39649,0,-0.27891,0.75892,-0.95388
0.74939,0.38882,0,-0.27891,0.7819,-0.95388
0.74472,0.37971,0,-0.27891,0.80489,-0.95388
0.73935,0.3693,0,-0.27891,0.82787,-0.95388
0.73333,0.3578,0,-0.27891,0.85086,-0.95388
0.72673,0.34543,0,-0.27891,0.87384,-0.95388
0.71965,0.33246,0,-0.27891,0.89683,-0.95388
0.71218,0.31913,0,-0.27891,0.91981,-0.95388
0.70446,0.30572,0,-0.27891,0.94279,-0.95388
0.6966,0.29249,0,-0.27891,0.96578,-0.95388
0.68877,0.27969,0,-0.27891,0.98876,-0.95388
0.6811,0.26753,0,-0.27891,1.0117,-0.95388
0.67375,0.25622,0,-0.27891,1.0347,-0.95388
0.66685,0.24592,0,-0.27891,1.0577,-0.95388
0.66056,0.23676,0,-0.27891,1.0807,-0.95388
0.655,0.22884,0,-0.27891,1.1037,-0.95388
0.65028,0.22224,0,-0.27891,1.1267,-0.95388
0.64648,0.21699,0,-0.27891,1.1497,-0.95388
0.64367,0.21313,0,-0.27891,1.1726,-0.95388
0.64188,0.21065,0,-0.27891,1.1956,-0.95388
0.64111,0.20952,0,-0.27891,1.2186,-0.95388
0.64135,0.20971,0,-0.27891,1.2416,-0.95388
0.64253,0.21114,0,-0.27891,1.2646,-0.95388
0.64457,0.21373,0,-0.27891,1.2876,-0.95388
0.64734,0.21736,0,-0.27891,1.3105,-0.95388
0.65072,0.22186,0,-0.27891,1.3335,-0.95388
0.65452,0.22707,0,-0.27891,1.3565,-0.95388
0.65858,0.23273,0,-0.27891,1.3795,-0.95388
0.66269,0.23861,0,-0.27891,1.4025,-0.95388
0.66666,0.2444,0,-0.27891,1.4255,-0.95388
0.6703,0.24981,0,-0.27891,1.4485,-0.95388
0.67341,0.25453,0,-0.27891,1.4714,-0.95388
0.67584,0.25827,0,-0.27891,1.4944,-0.95388
0.67744,0.26079,0,-0.27891,1.5174,-0.95388
0.67814,0.26194,0,-0.27891,1.5404,-0.95388
0.67794,0.26172,0,-0.27891,1.5634,-0.95388
0.67699,0.26038,0,-0.27891,1.5864,-0.95388
0.67578,0.25861,0,-0.27891,1.6093,-0.95388
0.67534,0.25782,0,-0.27891,1.6323,-0.95388
0.67754,0.26053,0,-0.27891,1.6553,-0.95388
0.68537,0.27091,0,-0.27891,1.6783,-0.95388
0.70284,0.29558,0,-0.27891,1.7013,-0.95388
0.735,0.34565,0,-0.27891,1.7243,-0.95388
0.78879,0.44215,0,-0.27891,1.7472,-0.95388
0.84575,0.57782,0,-0.27891,1.7702,-0.95388
0.92886,0.80998,0,-0.27891,1.7932,-0.95388
1.0165,1.1285,0,-0.27891,1.8162,-0.95388
1.1025,1.5305,0,-0.27891,1.8392,-0.95388
1.1827,1.999,0,-0.27891,1.8622,-0.95388
1.2537,2.5021,0,-0.27891,1.8852,-0.95388
1.3133,2.9952,0,-0.27891,1.9081,-0.95388
1.3596,3.4283,0,-0.27891,1.9311,-0.95388
1.3916,3.7549,0,-0.27891,1.9541,-0.95388
1.4088,3.9397,0,-0.27891,1.9771,-0.95388
1.411,3.9641,0,-0.27891,2.0001,-0.95388
1.3987,3.8285,0,-0.27891,2.0231,-0.95388
1.3723,3.5511,0,-0.27891,2.046,-0.95388
1.3328,3.164,0,-0.27891,2.069,-0.95388
1.2814,2.708,0,-0.27891,2.092,-0.95388
1.2195,2.2261,0,-0.27891,2.115,-0.95388
1.1488,1.7579,0,-0.27891,2.138,-0.95388
1.0716,1.3347,0,-0.27891,2.161,-0.95388
0.99049,0.97708,0,-0.27891,2.184,-0.95388
0.90881,0.69408,0,-0.27891,2.2069,-0.95388
1.3282,3.134,0,-0.27891,-1.9073,-0.9309
1.2679,2.6168,0,-0.27891,-1.8843,-0.9309
1.1961,2.0906,0,-0.27891,-1.8613,-0.9309
1.1158,1.6032,0,-0.27891,-1.8383,-0.9309
1.0303,1.1863,0,-0.27891,-1.8153,-0.9309
0.94193,0.85047,0,-0.27891,-1.7924,-0.9309
0.85498,0.59899,0,-0.27891,-1.7694,-0.9309
0.79329,0.4503,0,-0.27891,-1.7464,-0.9309
0.736,0.34635,0,-0.27891,-1.7234,-0.9309
0.70116,0.29192,0,-0.27891,-1.7004,-0.9309
0.68152,0.26411,0,-0.27891,-1.6774,-0.9309
0.67189,0.25115,0,-0.27891,-1.6544,-0.9309
0.6682,0.24619,0,-0.27891,-1.6315,-0.9309
0.66748,0.24507,0,-0.27891,-1.6085,-0.9309
0.66786,0.2454,0,-0.27891,-1.5855,-0.9309
0.66838,0.24589,0,-0.27891,-1.5625,-0.9309
0.66861,0.246,0,-0.27891,-1.5395,-0.9309
0.66845,0.24556,0,-0.27891,-1.5165,-0.9309
0.66793,0.24462,0,-0.27891,-1.4936,-0.9309
0.66715,0.24333,0,-0.27891,-1.4706,-0.9309
0.66622,0.24185,0,-0.27891,-1.4476,-0.9309
0.66528,0.24039,0,-0.27891,-1.4246,-0.9309
0.66444,0.2391,0,-0.27891,-1.4016,-0.9309
0.66378,0.23812,0,-0.27891,-1.3786,-0.9309
0.66338,0.23757,0,-0.27891,-1.3556,-0.9309
0.66331,0.23753,0,-0.27891,-1.3327,-0.9309
0.66359,0.23804,0,-0.27891,-1.3097,-0.9309
0.66425,0.23914,0,-0.27891,-1.2867,-0.9309
0.66527,0.24083,0,-0.27891,-1.2637,-0.9309
0.66666,0.2431,0,-0.27891,-1.2407,-0.9309
0.66839,0.24593,0,-0.27891,-1.2177,-0.9309
0.67044,0.24927,0,-0.27891,-1.1948,-0.9309
0.67277,0.2531,0,-0.27891,-1.1718,-0.9309
0.67537,0.25737,0,-0.27891,-1.1488,-0.9309
0.67818,0.26202,0,-0.27891,-1.1258,-0.9309
0.68119,0.267,0,-0.27891,-1.1028,-0.9309
0.68434,0.27225,0,-0.27891,-1.0798,-0.9309
0.68759,0.27771,0,-0.27891,-1.0569,-0.9309
0.6909,0.28328,0,-0.27891,-1.0339,-0.9309
0.69422,0.28889,0,-0.27891,-1.0109,-0.9309
0.6975,0.29447,0,-0.27891,-0.9879,-0.9309
0.7007,0.29993,0,-0.27891,-0.96491,-0.9309
0.70379,0.3052,0,-0.27891,-0.94193,-0.9309
0.70674,0.31021,0,-0.27891,-0.91894,-0.9309
0.70951,0.31493,0,-0.27891,-0.89596,-0.9309
0.71212,0.31932,0,-0.27891,-0.87297,-0.9309
0.71454,0.32337,0,-0.27891,-0.84999,-0.9309
0.7168,0.32708,0,-0.27891,-0.82701,-0.9309
0.7189,0.33046,0,-0.27891,-0.80402,-0.9309
0.72085,0.33354,0,-0.27891,-0.78104,-0.9309
0.72268,0.33634,0,-0.27891,-0.75805,-0.9309
0.7244,0.3389,0,-0.27891,-0.73507,-0.9309
0.72601,0.34122,0,-0.27891,-0.71208,-0.9309
0.72752,0.34333,0,-0.27891,-0.6891,-0.9309
0.72892,0.34523,0,-0.27891,-0.66611,-0.9309
0.73021,0.34691,0,-0.27891,-0.64313,-0.9309
0.73137,0.34836,0,-0.27891,-0.62015,-0.9309
0.73237,0.34954,0,-0.27891,-0.59716,-0.9309
0.7332,0.35043,0,-0.27891,-0.57418,-0.9309
0.73384,0.351,0,-0.27891,-0.55119,-0.9309
0.73425,0.3512,0,-0.27891,-0.52821,-0.9309
0.73442,0.35101,0,-0.27891,-0.50522,-0.9309
0.73434,0.3504,0,-0.27891,-0.48224,-0.9309
0.73398,0.34936,0,-0.27891,-0.45926,-0.9309
0.73335,0.34786,0,-0.27891,-0.43627,-0.9309
0.73245,0.34593,0,-0.27891,-0.41329,-0.9309
0.73127,0.34356,0,-0.27891,-0.3903,-0.9309
0.72984,0.34077,0,-0.27891,-0.36732,-0.9309
0.72815,0.3376,0,-0.27891,-0.34433,-0.9309
0.72625,0.33408,0,-0.27891,-0.32135,-0.9309
0.72414,0.33026,0,-0.27891,-0.29836,-0.9309
0.72185,0.32619,0,-0.27891,-0.27538,-0.9309
0.71943,0.32192,0,-0.27891,-0.2524,-0.9309
0.7169,0.31753,0,-0.27891,-0.22941,-0.9309
0.7143,0.31307,0,-0.27891,-0.20643,-0.9309
0.71167,0.30862,0,-0.27891,-0.18344,-0.9309
0.70906,0.30424,0,-0.27891,-0.16046,-0.9309
0.70651,0.29999,0,-0.27891,-0.13747,-0.9309
0.70406,0.29596,0,-0.27891,-0.11449,-0.9309
0.70175,0.29218,0,-0.27891,-0.091504,-0.9309
0.69962,0.28873,0,-0.27891,-0.06852,-0.9309
0.69772,0.28565,0,-0.27891,-0.045536,-0.9309
0.69607,0.28299,0,-0.27891,-0.022551,-0.9309
0.69471,0.2808,0,-0.27891,0.00043333,-0.9309
0.69365,0.2791,0,-0.27891,0.023418,-0.9309
0.69293,0.27792,0,-0.27891,0.046402,-0.9309
0.69256,0.2773,0,-0.27891,0.069387,-0.9309
0.69256,0.27725,0,-0.27891,0.092371,-0.9309
0.69293,0.27779,0,-0.27891,0.11536,-0.9309
0.69369,0.27894,0,-0.27891,0.13834,-0.9309
0.69483,0.28072,0,-0.27891,0.16132,-0.9309
0.69635,0.28312,0,-0.27891,0.18431,-0.9309
0.69825,0.28617,0,-0.27891,0.20729,-0.9309
0.70052,0.28988,0,-0.27891,0.23028,-0.9309
0.70315,0.29423,0,-0.27891,0.25326,-0.9309
0.70612,0.29923,0,-0.27891,0.27625,-0.9309
0.70941,0.30488,0,-0.27891,0.29923,-0.9309
0.713,0.31114,0,-0.27891,0.32222,-0.9309
0.71685,0.31799,0,-0.27891,0.3452,-0.9309
0.72091,0.32539,0,-0.27891,0.36818,-0.9309
0.72515,0.33327,0,-0.27891,0.39117,-0.9309
0.7295,0.34156,0,-0.27891,0.41415,-0.9309
0.73391,0.35014,0,-0.27891,0.43714,-0.9309
0.73831,0.35892,0,-0.27891,0.46012,-0.9309
0.74261,0.36773,0,-0.27891,0.48311,-0.9309
0.74676,0.37642,0,-0.27891,0.50609,-0.9309
0.75066,0.3848,0,-0.27891,0.52908,-0.9309
0.75424,0.39269,0,-0.27891,0.55206,-0.9309
0.75741,0.39988,0,-0.27891,0.57504,-0.9309
0.76009,0.40615,0,-0.27891,0.59803,-0.9309
0.76221,0.41131,0,-0.27891,0.62101,-0.9309
0.76371,0.41515,0,-0.27891,0.644,-0.9309
0.76451,0.41751,0,-0.27891,0.66698,-0.9309
0.76456,0.41824,0,-0.27891,0.68997,-0.9309
0.76383,0.41724,0,-0.27891,0.71295,-0.9309
0.76228,0.41443,0,-0.27891,0.73593,-0.9309
0.75989,0.4098,0,-0.27891,0.75892,-0.9309
0.75666,0.4034,0,-0.27891,0.7819,-0.9309
0.75261,0.39531,0,-0.27891,0.80489,-0.9309
0.74777,0.38566,0,-0.27891,0.82787,-0.9309
0.74218,0.37466,0,-0.27891,0.85086,-0.9309
0.73592,0.36252,0,-0.27891,0.87384,-0.9309
0.72906,0.34951,0,-0.27891,0.89683,-0.9309
0.7217,0.33591,0,-0.27891,0.91981,-0.9309
0.71397,0.32199,0,-0.27891,0.94279,-0.9309
0.70598,0.30804,0,-0.27891,0.96578,-0.9309
0.69789,0.29434,0,-0.27891,0.98876,-0.9309
0.68984,0.28114,0,-0.27891,1.0117,-0.9309
0.68198,0.26866,0,-0.27891,1.0347,-0.9309
0.67446,0.2571,0,-0.27891,1.0577,-0.9309
0.66744,0.24661,0,-0.27891,1.0807,-0.9309
0.66106,0.23733,0,-0.27891,1.1037,-0.9309
0.65543,0.22935,0,-0.27891,1.1267,-0.9309
0.65068,0.22272,0,-0.27891,1.1497,-0.9309
0.64688,0.2175,0,-0.27891,1.1726,-0.9309
0.6441,0.21369,0,-0.27891,1.1956,-0.9309
0.64236,0.2113,0,-0.27891,1.2186,-0.9309
0.64166,0.21027,0,-0.27891,1.2416,-0.9309
0.64198,0.21057,0,-0.27891,1.2646,-0.9309
0.64324,0.21211,0,-0.27891,1.2876,-0.9309
0.64534,0.21479,0,-0.27891,1.3105,-0.9309
0.64815,0.21847,0,-0.27891,1.3335,-0.9309
0.65153,0.22296,0,-0.27891,1.3565,-0.9309
0.65527,0.22808,0,-0.27891,1.3795,-0.9309
0.65921,0.23355,0,-0.27891,1.4025,-0.9309
0.66312,0.23911,0,-0.27891,1.4255,-0.9309
0.66681,0.24446,0,-0.27891,1.4485,-0.9309
0.67009,0.2493,0,-0.27891,1.4714,-0.9309
0.67277,0.25332,0,-0.27891,1.4944,-0.9309
0.67471,0.25627,0,-0.27891,1.5174,-0.9309
0.67579,0.25797,0,-0.27891,1.5404,-0.9309
0.67599,0.25837,0,-0.27891,1.5634,-0.9309
0.67546,0.25769,0,-0.27891,1.5864,-0.9309
0.67467,0.2566,0,-0.27891,1.6093,-0.9309
0.67466,0.25651,0,-0.27891,1.6323,-0.9309
0.67734,0.25998,0,-0.27891,1.6553,-0.9309
0.68578,0.27129,0,-0.27891,1.6783,-0.9309
0.70411,0.29732,0,-0.27891,1.7013,-0.9309
0.73752,0.34968,0,-0.27891,1.7243,-0.9309
0.79328,0.45079,0,-0.27891,1.7472,-0.9309
0.8538,0.59591,0,-0.27891,1.7702,-0.9309
0.93917,0.84066,0,-0.27891,1.7932,-0.9309
1.0259,1.1664,0,-0.27891,1.8162,-0.9309
1.1098,1.5692,0,-0.27891,1.8392,-0.9309
1.1887,2.0391,0,-0.27891,1.8622,-0.9309
1.2592,2.5459,0,-0.27891,1.8852,-0.9309
1.3186,3.0441,0,-0.27891,1.9081,-0.9309
1.3649,3.4825,0,-0.27891,1.9311,-0.9309
1.397,3.8132,0,-0.27891,1.9541,-0.9309
1.4141,4.0002,0,-0.27891,1.9771,-0.9309
1.4164,4.0243,0,-0.27891,2.0001,-0.9309
1.4039,3.8858,0,-0.27891,2.0231,-0.9309
1.3773,3.6029,0,-0.27891,2.046,-0.9309
1.3375,3.2083,0,-0.27891,2.069,-0.9309
1.2856,2.7434,0,-0.27891,2.092,-0.9309
1.223,2.2522,0,-0.27891,2.115,-0.9309
1.1516,1.775,0,-0.27891,2.138,-0.9309
1.0734,1.344,0,-0.27891,2.161,-0.9309
0.9912,0.98004,0,-0.27891,2.184,-0.9309
0.90819,0.69243,0,-0.27891,2.2069,-0.9309
1.3331,3.18,0,-0.27891,-1.9073,-0.90791
1.2726,2.6563,0,-0.27891,-1.8843,-0.90791
1.201,2.1245,0,-0.27891,-1.8613,-0.90791
1.1212,1.6334,0,-0.27891,-1.8383,-0.90791
1.0371,1.2149,0,-0.27891,-1.8153,-0.90791
0.94979,0.87471,0,-0.27891,-1.7924,-0.90791
0.86148,0.61391,0,-0.27891,-1.7694,-0.90791
0.79676,0.45717,0,-0.27891,-1.7464,-0.90791
0.73824,0.34991,0,-0.27891,-1.7234,-0.90791
0.70274,0.29388,0,-0.27891,-1.7004,-0.90791
0.68256,0.26505,0,-0.27891,-1.6774,-0.90791
0.67249,0.25134,0,-0.27891,-1.6544,-0.90791
0.66843,0.24579,0,-0.27891,-1.6315,-0.90791
0.66737,0.24416,0,-0.27891,-1.6085,-0.90791
0.66745,0.24403,0,-0.27891,-1.5855,-0.90791
0.6677,0.24412,0,-0.27891,-1.5625,-0.90791
0.66769,0.24389,0,-0.27891,-1.5395,-0.90791
0.66732,0.24319,0,-0.27891,-1.5165,-0.90791
0.66664,0.24208,0,-0.27891,-1.4936,-0.90791
0.66576,0.24071,0,-0.27891,-1.4706,-0.90791
0.66479,0.23927,0,-0.27891,-1.4476,-0.90791
0.66386,0.23793,0,-0.27891,-1.4246,-0.90791
0.66309,0.23687,0,-0.27891,-1.4016,-0.90791
0.66257,0.2362,0,-0.27891,-1.3786,-0.90791
0.66237,0.23605,0,-0.27891,-1.3556,-0.90791
0.66256,0.23648,0,-0.27891,-1.3327,-0.90791
0.66317,0.23756,0,-0.27891,-1.3097,-0.90791
0.66421,0.23931,0,-0.27891,-1.2867,-0.90791
0.66569,0.24172,0,-0.27891,-1.2637,-0.90791
0.66759,0.24479,0,-0.27891,-1.2407,-0.90791
0.66989,0.24848,0,-0.27891,-1.2177,-0.90791
0.67255,0.25276,0,-0.27891,-1.1948,-0.90791
0.67553,0.25756,0,-0.27891,-1.1718,-0.90791
0.67879,0.26284,0,-0.27891,-1.1488,-0.90791
0.68227,0.26852,0,-0.27891,-1.1258,-0.90791
0.68592,0.27452,0,-0.27891,-1.1028,-0.90791
0.68969,0.28076,0,-0.27891,-1.0798,-0.90791
0.69351,0.28714,0,-0.27891,-1.0569,-0.90791
0.69733,0.29357,0,-0.27891,-1.0339,-0.90791
0.70109,0.29994,0,-0.27891,-1.0109,-0.90791
0.70472,0.30616,0,-0.27891,-0.9879,-0.90791
0.70819,0.31213,0,-0.27891,-0.96491,-0.90791
0.71146,0.31777,0,-0.27891,-0.94193,-0.90791
0.71449,0.32302,0,-0.27891,-0.91894,-0.90791
0.71728,0.32782,0,-0.27891,-0.89596,-0.90791
0.71981,0.33215,0,-0.27891,-0.87297,-0.90791
0.72208,0.336,0,-0.27891,-0.84999,-0.90791
0.72411,0.33939,0,-0.27891,-0.82701,-0.90791
0.72592,0.34232,0,-0.27891,-0.80402,-0.90791
0.72753,0.34483,0,-0.27891,-0.78104,-0.90791
0.72895,0.34696,0,-0.27891,-0.75805,-0.90791
0.73021,0.34875,0,-0.27891,-0.73507,-0.90791
0.73131,0.35022,0,-0.27891,-0.71208,-0.90791
0.73228,0.35139,0,-0.27891,-0.6891,-0.90791
0.7331,0.35228,0,-0.27891,-0.66611,-0.90791
0.73377,0.35288,0,-0.27891,-0.64313,-0.90791
0.73427,0.35319,0,-0.27891,-0.62015,-0.90791
0.73461,0.35319,0,-0.27891,-0.59716,-0.90791
0.73475,0.35285,0,-0.27891,-0.57418,-0.90791
0.73468,0.35216,0,-0.27891,-0.55119,-0.90791
0.73437,0.35108,0,-0.27891,-0.52821,-0.90791
0.73383,0.34959,0,-0.27891,-0.50522,-0.90791
0.73302,0.34769,0,-0.27891,-0.48224,-0.90791
0.73194,0.34534,0,-0.27891,-0.45926,-0.90791
0.73059,0.34257,0,-0.27891,-0.43627,-0.90791
0.72897,0.33936,0,-0.27891,-0.41329,-0.90791
0.72708,0.33575,0,-0.27891,-0.3903,-0.90791
0.72494,0.33174,0,-0.27891,-0.36732,-0.90791
0.72255,0.32738,0,-0.27891,-0.34433,-0.90791
0.71995,0.32272,0,-0.27891,-0.32135,-0.90791
0.71715,0.31779,0,-0.27891,-0.29836,-0.90791
0.71419,0.31265,0,-0.27891,-0.27538,-0.90791
0.71111,0.30738,0,-0.27891,-0.2524,-0.90791
0.70793,0.30203,0,-0.27891,-0.22941,-0.90791
0.70471,0.29669,0,-0.27891,-0.20643,-0.90791
0.70148,0.29141,0,-0.27891,-0.18344,-0.90791
