Intensity,E4,Composition,Points:0,Points:1,Points:2,Run-Aver-E4,Conv-Gauss
0.99267,0.97142,0.44397,-0.10379,0.21146,-0.28207,16.517,10.9106
0.98643,0.94716,0.44397,-0.10379,0.21929,-0.28207,16.6209,10.8728
0.97988,0.92224,0.44397,-0.10379,0.22712,-0.28207,16.7149,10.8335
0.97297,0.89648,0.44397,-0.10379,0.23496,-0.28207,16.7938,10.7929
0.96565,0.86978,0.44397,-0.10379,0.24279,-0.28207,16.8492,10.7508
0.95788,0.84212,0.44397,-0.10379,0.25063,-0.28207,16.8682,10.7074
0.94965,0.81354,0.44397,-0.10379,0.25846,-0.28207,16.8383,10.6628
0.94095,0.78411,0.44397,-0.10379,0.2663,-0.28207,16.7433,10.6167
0.93179,0.75399,0.44397,-0.10379,0.27413,-0.28207,16.5781,10.5695
0.92218,0.72335,0.44397,-0.10379,0.28196,-0.28207,16.2879,10.521
0.91215,0.69237,0.44397,-0.10379,0.2898,-0.28207,15.4978,10.4712
0.90174,0.66127,0.44397,-0.10379,0.29763,-0.28207,14.5363,10.4203
0.89097,0.63023,0.44397,-0.10379,0.30547,-0.28207,13.9347,10.3681
0.87989,0.59944,0.44397,-0.10379,0.3133,-0.28207,13.1308,10.3149
0.86853,0.56906,0.44397,-0.10379,0.32113,-0.28207,12.2848,10.2606
0.85692,0.53922,0.44397,-0.10379,0.32897,-0.28207,11.7729,10.2052
0.84507,0.51001,0.44397,-0.10379,0.3368,-0.28207,11.3111,10.1488
0.83301,0.48151,0.44397,-0.10379,0.34464,-0.28207,11.023,10.0912
0.82073,0.45374,0.44397,-0.10379,0.35247,-0.28207,11.003,10.0328
0.80823,0.42671,0.44397,-0.10379,0.3603,-0.28207,11.0922,9.97345
0.79547,0.40041,0.44397,-0.10379,0.36814,-0.28207,11.2088,9.91307
0.78244,0.3748,0.44397,-0.10379,0.37597,-0.28207,11.3402,9.85188
0.76907,0.34984,0.44397,-0.10379,0.38381,-0.28207,11.4759,9.78974
0.75531,0.32546,0.44397,-0.10379,0.39164,-0.28207,11.6028,9.72685
0.74105,0.30157,0.44397,-0.10379,0.39948,-0.28207,11.7128,9.66308
0.72616,0.27806,0.44397,-0.10379,0.40731,-0.28207,11.8315,9.59862
0.7104,0.25469,0.44397,-0.10379,0.41514,-0.28207,11.907,9.53342
0.69334,0.23109,0.44397,-0.10379,0.42298,-0.28207,11.6225,9.46742
0.67442,0.20688,0.44397,-0.10379,0.43081,-0.28207,11.2168,9.40084
0.6577,0.18713,0.44397,-0.10379,0.43865,-0.28207,10.7992,9.33351
0.68288,0.21823,0,-0.10379,0.44648,-0.28207,10.4272,9.26566
0.66314,0.19338,0,-0.10379,0.45431,-0.28207,9.38147,9.19721
0.64981,0.17834,0,-0.10379,0.46215,-0.28207,7.88061,9.12812
0.65032,0.17891,0,-0.10379,0.46998,-0.28207,5.88484,9.0586
0.64681,0.17504,0,-0.10379,0.47782,-0.28207,3.03982,8.98848
0.64511,0.1732,0,-0.10379,0.48565,-0.28207,1.98939,8.91798
0.64535,0.17345,0,-0.10379,0.49348,-0.28207,1.537,8.84705
0.64673,0.17494,0,-0.10379,0.50132,-0.28207,1.24478,8.77561
0.64953,0.178,0,-0.10379,0.50915,-0.28207,1.03313,8.70388
0.65398,0.18294,0,-0.10379,0.51699,-0.28207,0.882639,8.63171
0.66021,0.19003,0,-0.10379,0.52482,-0.28207,0.776415,8.5593
0.85091,0.52503,0,-0.10379,-0.52495,-0.27423,0.500879,7.9029
0.83664,0.49062,0,-0.10379,-0.51712,-0.27423,0.520745,7.97929
0.82317,0.4597,0,-0.10379,-0.50928,-0.27423,0.546201,8.05567
0.81024,0.43141,0,-0.10379,-0.50145,-0.27423,0.57923,8.13183
0.79741,0.40467,0,-0.10379,-0.49361,-0.27423,0.621895,8.20793
0.78417,0.37846,0,-0.10379,-0.48578,-0.27423,0.673766,8.28375
0.7717,0.35493,0,-0.10379,-0.47795,-0.27423,0.732807,8.35936
0.7603,0.33426,0,-0.10379,-0.47011,-0.27423,0.799127,8.43483
0.73891,0.29948,0,-0.10379,-0.46228,-0.27423,0.875892,8.50993
0.73823,0.29789,0,-0.10379,-0.45444,-0.27423,0.9926,8.58484
0.75143,0.31901,0,-0.10379,-0.44661,-0.27423,1.12077,8.65933
0.69383,0.23183,0.44397,-0.10379,-0.43878,-0.27423,1.3579,8.73346
0.69512,0.2335,0.44397,-0.10379,-0.43094,-0.27423,1.74003,8.8073
0.70096,0.24154,0.44397,-0.10379,-0.42311,-0.27423,2.74446,8.88064
0.70511,0.24734,0.44397,-0.10379,-0.41527,-0.27423,3.89253,8.95362
0.70827,0.25183,0.44397,-0.10379,-0.40744,-0.27423,5.16211,9.02603
0.71113,0.25593,0.44397,-0.10379,-0.39961,-0.27423,6.21532,9.09793
0.71412,0.26027,0.44397,-0.10379,-0.39177,-0.27423,7.37831,9.16939
0.71751,0.26524,0.44397,-0.10379,-0.38394,-0.27423,9.27779,9.24019
0.72146,0.27113,0.44397,-0.10379,-0.3761,-0.27423,10.8662,9.31047
0.72607,0.27812,0.44397,-0.10379,-0.36827,-0.27423,11.7337,9.38004
0.73136,0.28633,0.44397,-0.10379,-0.36043,-0.27423,12.1297,9.44902
0.73734,0.29581,0.44397,-0.10379,-0.3526,-0.27423,12.4103,9.51722
0.74395,0.30657,0.44397,-0.10379,-0.34477,-0.27423,13.0898,9.58469
0.7511,0.31853,0.44397,-0.10379,-0.33693,-0.27423,14.1344,9.65149
0.75867,0.33158,0.44397,-0.10379,-0.3291,-0.27423,14.8315,9.7174
0.76652,0.34553,0.44397,-0.10379,-0.32126,-0.27423,15.3265,9.78258
0.77448,0.36012,0.44397,-0.10379,-0.31343,-0.27423,15.823,9.84681
0.78237,0.37506,0.44397,-0.10379,-0.3056,-0.27423,16.2405,9.91016
0.79003,0.38999,0.44397,-0.10379,-0.29776,-0.27423,16.9638,9.97266
0.79728,0.40454,0.44397,-0.10379,-0.28993,-0.27423,17.5224,10.0341
0.80396,0.4183,0.44397,-0.10379,-0.28209,-0.27423,17.6276,10.0947
0.80992,0.43089,0.44397,-0.10379,-0.27426,-0.27423,17.5889,10.1542
0.81505,0.44196,0.44397,-0.10379,-0.26643,-0.27423,17.4899,10.2126
0.81926,0.45122,0.44397,-0.10379,-0.25859,-0.27423,17.3645,10.27
0.8225,0.45844,0.44397,-0.10379,-0.25076,-0.27423,17.229,10.3263
0.82475,0.46353,0.44397,-0.10379,-0.24292,-0.27423,17.0892,10.3814
0.82604,0.46649,0.44397,-0.10379,-0.23509,-0.27423,16.9458,10.4354
0.82643,0.46745,0.44397,-0.10379,-0.22725,-0.27423,16.8026,10.4882
0.82605,0.46666,0.44397,-0.10379,-0.21942,-0.27423,16.6607,10.5397
0.82506,0.46448,0.44397,-0.10379,-0.21159,-0.27423,16.5209,10.59
0.82365,0.46139,0.44397,-0.10379,-0.20375,-0.27423,16.3836,10.639
0.82207,0.45794,0.44397,-0.10379,-0.19592,-0.27423,16.2491,10.6867
0.82059,0.45473,0.44397,-0.10379,-0.18808,-0.27423,16.1159,10.7331
0.81951,0.45243,0.44397,-0.10379,-0.18025,-0.27423,15.9858,10.7781
0.81914,0.4517,0.44397,-0.10379,-0.17242,-0.27423,15.8608,10.8217
0.81978,0.45321,0.44397,-0.10379,-0.16458,-0.27423,15.739,10.8639
0.82174,0.45764,0.44397,-0.10379,-0.15675,-0.27423,15.6204,10.9046
0.82525,0.46564,0.44397,-0.10379,-0.14891,-0.27423,15.5049,10.944
0.83055,0.47782,0.44397,-0.10379,-0.14108,-0.27423,15.3924,10.9818
0.83777,0.49477,0.44397,-0.10379,-0.13325,-0.27423,15.2846,11.0181
0.847,0.51705,0.44397,-0.10379,-0.12541,-0.27423,15.1796,11.0529
0.85822,0.54514,0.44397,-0.10379,-0.11758,-0.27423,15.079,11.0861
0.87136,0.57943,0.44397,-0.10379,-0.10974,-0.27423,14.9824,11.1178
0.88626,0.62021,0.44397,-0.10379,-0.10191,-0.27423,14.8927,11.1479
0.90268,0.6676,0.44397,-0.10379,-0.094075,-0.27423,14.8097,11.1764
0.92035,0.72156,0.44397,-0.10379,-0.08624,-0.27423,14.7331,11.2033
0.93895,0.78179,0.44397,-0.10379,-0.078406,-0.27423,14.6629,11.2285
0.95812,0.84773,0.44397,-0.10379,-0.070572,-0.27423,14.6017,11.2521
0.97751,0.91857,0.44397,-0.10379,-0.062738,-0.27423,14.5493,11.2741
0.99676,0.99321,0.44397,-0.10379,-0.054904,-0.27423,14.5085,11.2943
1.0155,1.0703,0.44397,-0.10379,-0.04707,-0.27423,14.482,11.3129
1.0335,1.1482,0.44397,-0.10379,-0.039236,-0.27423,14.4797,11.3298
1.0504,1.2252,0.44397,-0.10379,-0.031402,-0.27423,14.4774,11.345
1.066,1.2995,0.44397,-0.10379,-0.023567,-0.27423,14.475,11.3584
1.08,1.3693,0.44397,-0.10379,-0.015733,-0.27423,14.4726,11.3702
1.0923,1.4328,0.44397,-0.10379,-0.0078992,-0.27423,14.4702,11.3802
1.1028,1.4884,0.44397,-0.10379,-6.51e-05,-0.27423,14.4677,11.3884
1.1113,1.5348,0.44397,-0.10379,0.007769,-0.27423,14.4653,11.395
1.1178,1.5711,0.44397,-0.10379,0.015603,-0.27423,14.4628,11.3997
1.1224,1.5966,0.44397,-0.10379,0.023437,-0.27423,14.4603,11.4028
1.125,1.6111,0.44397,-0.10379,0.031271,-0.27423,14.4578,11.4041
1.1257,1.615,0.44397,-0.10379,0.039106,-0.27423,14.4552,11.4037
1.1247,1.6087,0.44397,-0.10379,0.04694,-0.27423,14.4526,11.4015
1.1221,1.5934,0.44397,-0.10379,0.054774,-0.27423,14.4749,11.3975
1.118,1.5702,0.44397,-0.10379,0.062608,-0.27423,14.5119,11.3919
1.1128,1.5406,0.44397,-0.10379,0.070442,-0.27423,14.5607,11.3845
1.1066,1.5062,0.44397,-0.10379,0.078276,-0.27423,14.6187,11.3754
1.0997,1.4684,0.44397,-0.10379,0.08611,-0.27423,14.686,11.3645
1.0923,1.4286,0.44397,-0.10379,0.093944,-0.27423,14.7599,11.352
1.0846,1.3883,0.44397,-0.10379,0.10178,-0.27423,14.8405,11.3377
1.0768,1.3484,0.44397,-0.10379,0.10961,-0.27423,14.9279,11.3218
1.0692,1.3099,0.44397,-0.10379,0.11745,-0.27423,15.0225,11.3041
1.0617,1.2732,0.44397,-0.10379,0.12528,-0.27423,15.1212,11.2848
1.0545,1.2389,0.44397,-0.10379,0.13311,-0.27423,15.2242,11.2639
1.0478,1.2071,0.44397,-0.10379,0.14095,-0.27423,15.3299,11.2412
1.0414,1.1778,0.44397,-0.10379,0.14878,-0.27423,15.4399,11.217
1.0355,1.1509,0.44397,-0.10379,0.15662,-0.27423,15.5525,11.1912
1.0299,1.1261,0.44397,-0.10379,0.16445,-0.27423,15.6676,11.1637
1.0246,1.103,0.44397,-0.10379,0.17229,-0.27423,15.7849,11.1347
1.0196,1.0812,0.44397,-0.10379,0.18012,-0.27423,15.9041,11.1041
1.0146,1.0602,0.44397,-0.10379,0.18795,-0.27423,16.0265,11.072
1.0096,1.0396,0.44397,-0.10379,0.19579,-0.27423,16.1495,11.0384
1.0046,1.019,0.44397,-0.10379,0.20362,-0.27423,16.2705,11.0032
0.99938,0.99789,0.44397,-0.10379,0.21146,-0.27423,16.3898,10.9666
0.99386,0.97599,0.44397,-0.10379,0.21929,-0.27423,16.5059,10.9286
0.98796,0.95303,0.44397,-0.10379,0.22712,-0.27423,16.6162,10.8891
0.98163,0.92881,0.44397,-0.10379,0.23496,-0.27423,16.7177,10.8481
0.9748,0.90323,0.44397,-0.10379,0.24279,-0.27423,16.8057,10.8059
0.96744,0.87626,0.44397,-0.10379,0.25063,-0.27423,16.8714,10.7622
0.95954,0.84795,0.44397,-0.10379,0.25846,-0.27423,16.9037,10.7172
0.95107,0.81842,0.44397,-0.10379,0.2663,-0.27423,16.8813,10.6709
0.94206,0.78784,0.44397,-0.10379,0.27413,-0.27423,16.7863,10.6234
0.93253,0.75642,0.44397,-0.10379,0.28196,-0.27423,16.6185,10.5746
0.9225,0.72439,0.44397,-0.10379,0.2898,-0.27423,16.3243,10.5245
0.91202,0.69201,0.44397,-0.10379,0.29763,-0.27423,15.5391,10.4733
0.90113,0.65952,0.44397,-0.10379,0.30547,-0.27423,14.5905,10.4208
0.88987,0.62714,0.44397,-0.10379,0.3133,-0.27423,14.0049,10.3673
0.87827,0.59507,0.44397,-0.10379,0.32113,-0.27423,13.1858,10.3127
0.86638,0.56347,0.44397,-0.10379,0.32897,-0.27423,12.3186,10.2569
0.85422,0.53248,0.44397,-0.10379,0.3368,-0.27423,11.8028,10.2002
0.8418,0.50218,0.44397,-0.10379,0.34464,-0.27423,11.4213,10.1423
0.82914,0.47263,0.44397,-0.10379,0.35247,-0.27423,11.1085,10.0835
0.81621,0.44384,0.44397,-0.10379,0.3603,-0.27423,11.0626,10.0238
0.80301,0.4158,0.44397,-0.10379,0.36814,-0.27423,11.1204,9.96309
0.78948,0.38849,0.44397,-0.10379,0.37597,-0.27423,11.2365,9.90154
0.77559,0.36186,0.44397,-0.10379,0.38381,-0.27423,11.3683,9.83904
0.76126,0.33585,0.44397,-0.10379,0.39164,-0.27423,11.5038,9.77579
0.74638,0.31035,0.44397,-0.10379,0.39948,-0.27423,11.6294,9.71165
0.73079,0.28523,0.44397,-0.10379,0.40731,-0.27423,11.7397,9.64682
0.71422,0.26023,0.44397,-0.10379,0.41514,-0.27423,11.8468,9.58124
0.69619,0.23493,0.44397,-0.10379,0.42298,-0.27423,11.7486,9.51487
0.67597,0.2088,0.44397,-0.10379,0.43081,-0.27423,11.4368,9.4479
0.65722,0.18657,0.44397,-0.10379,0.43865,-0.27423,11.0904,9.38019
0.68319,0.21887,0,-0.10379,0.44648,-0.27423,10.5798,9.31195
0.66251,0.19265,0,-0.10379,0.45431,-0.27423,9.78439,9.24311
0.64772,0.17605,0,-0.10379,0.46215,-0.27423,8.49371,9.17363
0.64764,0.17599,0,-0.10379,0.46998,-0.27423,6.97591,9.10371
0.64368,0.17168,0,-0.10379,0.47782,-0.27423,4.59747,9.0332
0.64146,0.16932,0,-0.10379,0.48565,-0.27423,2.41263,8.9623
0.64129,0.16914,0,-0.10379,0.49348,-0.27423,1.70998,8.89097
0.64231,0.17021,0,-0.10379,0.50132,-0.27423,1.36616,8.81913
0.64477,0.17283,0,-0.10379,0.50915,-0.27423,1.11998,8.747
0.64891,0.17733,0,-0.10379,0.51699,-0.27423,0.941829,8.67442
0.65487,0.18395,0,-0.10379,0.52482,-0.27423,0.816265,8.60161
0.83959,0.49769,0,-0.10379,-0.52495,-0.2664,0.512652,7.9441
0.82536,0.46474,0,-0.10379,-0.51712,-0.2664,0.53491,8.02089
0.81201,0.43531,0,-0.10379,-0.50928,-0.2664,0.563453,8.09767
0.79928,0.40858,0,-0.10379,-0.50145,-0.2664,0.60082,8.17423
0.78674,0.38347,0,-0.10379,-0.49361,-0.2664,0.648157,8.25073
0.77388,0.359,0,-0.10379,-0.48578,-0.2664,0.703823,8.32694
0.76185,0.33717,0,-0.10379,-0.47795,-0.2664,0.767048,8.40295
0.75098,0.31817,0,-0.10379,-0.47011,-0.2664,0.840219,8.47881
0.73011,0.28549,0,-0.10379,-0.46228,-0.2664,0.947969,8.55431
0.72992,0.28474,0,-0.10379,-0.45444,-0.2664,1.06346,8.6296
0.74402,0.30662,0,-0.10379,-0.44661,-0.2664,1.23091,8.70448
0.68688,0.22269,0.44397,-0.10379,-0.43878,-0.2664,1.52591,8.77899
0.68865,0.22492,0.44397,-0.10379,-0.43094,-0.2664,2.2312,8.85322
0.69516,0.23363,0.44397,-0.10379,-0.42311,-0.2664,3.63371,8.92693
0.70004,0.24032,0.44397,-0.10379,-0.41527,-0.2664,4.77257,9.00028
0.70399,0.2458,0.44397,-0.10379,-0.40744,-0.2664,5.80996,9.07307
0.70764,0.25096,0.44397,-0.10379,-0.39961,-0.2664,6.92307,9.14534
0.71144,0.25639,0.44397,-0.10379,-0.39177,-0.2664,7.99458,9.21716
0.71563,0.26249,0.44397,-0.10379,-0.38394,-0.2664,10.0921,9.28832
0.72037,0.26952,0.44397,-0.10379,-0.3761,-0.2664,11.377,9.35896
0.72575,0.27767,0.44397,-0.10379,-0.36827,-0.2664,12.1007,9.42888
0.73181,0.28706,0.44397,-0.10379,-0.36043,-0.2664,12.8447,9.49821
0.73852,0.29775,0.44397,-0.10379,-0.3526,-0.2664,13.4148,9.56676
0.74583,0.30972,0.44397,-0.10379,-0.34477,-0.2664,14.199,9.63457
0.75364,0.32291,0.44397,-0.10379,-0.33693,-0.2664,15.0575,9.7017
0.76183,0.33719,0.44397,-0.10379,-0.3291,-0.2664,15.5127,9.76794
0.77024,0.35234,0.44397,-0.10379,-0.32126,-0.2664,16.0158,9.83344
0.77871,0.36812,0.44397,-0.10379,-0.31343,-0.2664,16.4644,9.898
0.78705,0.38417,0.44397,-0.10379,-0.3056,-0.2664,17.0251,9.96166
0.79508,0.40013,0.44397,-0.10379,-0.29776,-0.2664,17.5535,10.0245
0.80263,0.41558,0.44397,-0.10379,-0.28993,-0.2664,17.6532,10.0862
0.80953,0.4301,0.44397,-0.10379,-0.28209,-0.2664,17.6131,10.1471
0.81563,0.44326,0.44397,-0.10379,-0.27426,-0.2664,17.5089,10.2069
0.82081,0.45469,0.44397,-0.10379,-0.26643,-0.2664,17.3787,10.2656
0.82498,0.46405,0.44397,-0.10379,-0.25859,-0.2664,17.236,10.3233
0.82809,0.47114,0.44397,-0.10379,-0.25076,-0.2664,17.0897,10.3798
0.83011,0.47582,0.44397,-0.10379,-0.24292,-0.2664,16.9427,10.4352
0.83107,0.4781,0.44397,-0.10379,-0.23509,-0.2664,16.7945,10.4894
0.83106,0.47813,0.44397,-0.10379,-0.22725,-0.2664,16.648,10.5425
0.83018,0.47618,0.44397,-0.10379,-0.21942,-0.2664,16.504,10.5943
0.8286,0.47265,0.44397,-0.10379,-0.21159,-0.2664,16.3627,10.6448
0.82654,0.46804,0.44397,-0.10379,-0.20375,-0.2664,16.2246,10.694
0.82425,0.46294,0.44397,-0.10379,-0.19592,-0.2664,16.0897,10.7419
0.82201,0.45801,0.44397,-0.10379,-0.18808,-0.2664,15.9563,10.7886
0.82014,0.45394,0.44397,-0.10379,-0.18025,-0.2664,15.8264,10.8337
0.81896,0.45144,0.44397,-0.10379,-0.17242,-0.2664,15.7017,10.8775
0.81883,0.45123,0.44397,-0.10379,-0.16458,-0.2664,15.5802,10.92
0.82003,0.45399,0.44397,-0.10379,-0.15675,-0.2664,15.462,10.9609
0.82288,0.46041,0.44397,-0.10379,-0.14891,-0.2664,15.347,11.0004
0.82758,0.47114,0.44397,-0.10379,-0.14108,-0.2664,15.235,11.0384
0.83433,0.48679,0.44397,-0.10379,-0.13325,-0.2664,15.1277,11.0748
0.8432,0.50792,0.44397,-0.10379,-0.12541,-0.2664,15.0232,11.1098
0.8542,0.53505,0.44397,-0.10379,-0.11758,-0.2664,14.9244,11.1432
0.86725,0.5686,0.44397,-0.10379,-0.10974,-0.2664,14.8296,11.175
0.88218,0.60887,0.44397,-0.10379,-0.10191,-0.2664,14.7416,11.2052
0.89875,0.65602,0.44397,-0.10379,-0.094075,-0.2664,14.6601,11.2338
0.91667,0.70999,0.44397,-0.10379,-0.08624,-0.2664,14.5849,11.2608
0.93558,0.7705,0.44397,-0.10379,-0.078406,-0.2664,14.5159,11.2862
0.95512,0.83697,0.44397,-0.10379,-0.070572,-0.2664,14.4559,11.3098
0.9749,0.90856,0.44397,-0.10379,-0.062738,-0.2664,14.4044,11.3319
0.99454,0.9841,0.44397,-0.10379,-0.054904,-0.2664,14.3643,11.3522
1.0137,1.0622,0.44397,-0.10379,-0.04707,-0.2664,14.3383,11.3708
1.032,1.1411,0.44397,-0.10379,-0.039236,-0.2664,14.3359,11.3878
1.0492,1.2192,0.44397,-0.10379,-0.031402,-0.2664,14.3335,11.403
1.065,1.2943,0.44397,-0.10379,-0.023567,-0.2664,14.3311,11.4165
1.0792,1.3647,0.44397,-0.10379,-0.015733,-0.2664,14.3287,11.4282
1.0917,1.4286,0.44397,-0.10379,-0.0078992,-0.2664,14.3262,11.4382
1.1021,1.4842,0.44397,-0.10379,-6.51e-05,-0.2664,14.3238,11.4465
1.1106,1.5302,0.44397,-0.10379,0.007769,-0.2664,14.3213,11.453
1.117,1.5657,0.44397,-0.10379,0.015603,-0.2664,14.3187,11.4578
1.1213,1.5899,0.44397,-0.10379,0.023437,-0.2664,14.3162,11.4608
1.1237,1.6028,0.44397,-0.10379,0.031271,-0.2664,14.3137,11.4621
1.124,1.6047,0.44397,-0.10379,0.039106,-0.2664,14.3111,11.4616
1.1226,1.5962,0.44397,-0.10379,0.04694,-0.2664,14.3085,11.4594
1.1195,1.5786,0.44397,-0.10379,0.054774,-0.2664,14.3303,11.4554
1.1151,1.5531,0.44397,-0.10379,0.062608,-0.2664,14.3665,11.4497
1.1094,1.5215,0.44397,-0.10379,0.070442,-0.2664,14.4144,11.4422
1.1028,1.4853,0.44397,-0.10379,0.078276,-0.2664,14.4712,11.433
1.0956,1.4463,0.44397,-0.10379,0.08611,-0.2664,14.5372,11.422
1.088,1.4059,0.44397,-0.10379,0.093944,-0.2664,14.6097,11.4094
1.0802,1.3656,0.44397,-0.10379,0.10178,-0.2664,14.6888,11.395
1.0725,1.3264,0.44397,-0.10379,0.10961,-0.2664,14.7746,11.3789
1.065,1.2892,0.44397,-0.10379,0.11745,-0.2664,14.8675,11.3612
1.0578,1.2546,0.44397,-0.10379,0.12528,-0.2664,14.9645,11.3417
1.0512,1.2229,0.44397,-0.10379,0.13311,-0.2664,15.0673,11.3206
1.045,1.1942,0.44397,-0.10379,0.14095,-0.2664,15.1729,11.2978
1.0394,1.1685,0.44397,-0.10379,0.14878,-0.2664,15.283,11.2735
1.0343,1.1454,0.44397,-0.10379,0.15662,-0.2664,15.396,11.2474
1.0296,1.1247,0.44397,-0.10379,0.16445,-0.2664,15.5117,11.2198
1.0253,1.1058,0.44397,-0.10379,0.17229,-0.2664,15.6301,11.1906
1.0212,1.0882,0.44397,-0.10379,0.18012,-0.2664,15.7509,11.1598
1.0173,1.0714,0.44397,-0.10379,0.18795,-0.2664,15.8755,11.1275
1.0133,1.0548,0.44397,-0.10379,0.19579,-0.2664,16.0019,11.0936
1.0093,1.0379,0.44397,-0.10379,0.20362,-0.2664,16.1275,11.0583
1.0049,1.0203,0.44397,-0.10379,0.21146,-0.2664,16.253,11.0214
1.0003,1.0014,0.44397,-0.10379,0.21929,-0.2664,16.3774,10.9831
0.99516,0.98109,0.44397,-0.10379,0.22712,-0.2664,16.4987,10.9434
0.98952,0.95904,0.44397,-0.10379,0.23496,-0.2664,16.6147,10.9022
0.9833,0.93514,0.44397,-0.10379,0.24279,-0.2664,16.7226,10.8597
0.97646,0.90938,0.44397,-0.10379,0.25063,-0.2664,16.8157,10.8158
0.96897,0.88181,0.44397,-0.10379,0.25846,-0.2664,16.8885,10.7705
0.96083,0.85256,0.44397,-0.10379,0.2663,-0.2664,16.9262,10.7239
0.95206,0.82185,0.44397,-0.10379,0.27413,-0.2664,16.9046,10.6761
0.94268,0.78992,0.44397,-0.10379,0.28196,-0.2664,16.8106,10.627
0.93272,0.75707,0.44397,-0.10379,0.2898,-0.2664,16.6455,10.5767
0.92223,0.72358,0.44397,-0.10379,0.29763,-0.2664,16.3618,10.5251
0.91127,0.68976,0.44397,-0.10379,0.30547,-0.2664,15.6249,10.4724
0.89987,0.65587,0.44397,-0.10379,0.3133,-0.2664,15.0376,10.4186
0.88808,0.62216,0.44397,-0.10379,0.32113,-0.2664,14.3296,10.3636
0.87594,0.58883,0.44397,-0.10379,0.32897,-0.2664,13.2462,10.3075
0.86349,0.55605,0.44397,-0.10379,0.3368,-0.2664,12.4973,10.2504
0.85075,0.52393,0.44397,-0.10379,0.34464,-0.2664,11.9615,10.1923
0.83772,0.49255,0.44397,-0.10379,0.35247,-0.2664,11.5919,10.1332
0.82439,0.46194,0.44397,-0.10379,0.3603,-0.2664,11.3184,10.0731
0.81075,0.43211,0.44397,-0.10379,0.36814,-0.2664,11.1022,10.012
0.79675,0.40304,0.44397,-0.10379,0.37597,-0.2664,11.1479,9.95011
0.78235,0.37468,0.44397,-0.10379,0.38381,-0.2664,11.2653,9.88726
0.76745,0.34695,0.44397,-0.10379,0.39164,-0.2664,11.3979,9.82365
0.75196,0.31978,0.44397,-0.10379,0.39948,-0.2664,11.5305,9.75915
0.73568,0.29299,0.44397,-0.10379,0.40731,-0.2664,11.6415,9.69395
0.71832,0.26631,0.44397,-0.10379,0.41514,-0.2664,11.7591,9.62801
0.69932,0.23924,0.44397,-0.10379,0.42298,-0.2664,11.8449,9.56126
0.67782,0.21112,0.44397,-0.10379,0.43081,-0.2664,11.6022,9.49392
0.65709,0.18644,0.44397,-0.10379,0.43865,-0.2664,11.2356,9.42584
0.68399,0.22017,0,-0.10379,0.44648,-0.2664,10.8355,9.35721
0.66232,0.19244,0,-0.10379,0.45431,-0.2664,10.4032,9.288
0.64609,0.17428,0,-0.10379,0.46215,-0.2664,9.37533,9.21813
0.64549,0.17368,0,-0.10379,0.46998,-0.2664,7.85346,9.14783
0.64108,0.16894,0,-0.10379,0.47782,-0.2664,5.85094,9.07692
0.63836,0.16607,0,-0.10379,0.48565,-0.2664,3.01211,9.00564
0.6378,0.16548,0,-0.10379,0.49348,-0.2664,1.96284,8.93391
0.63844,0.16615,0,-0.10379,0.50132,-0.2664,1.51069,8.86168
0.64054,0.16834,0,-0.10379,0.50915,-0.2664,1.21926,8.78916
0.64436,0.1724,0,-0.10379,0.51699,-0.2664,1.0093,8.71618
0.65004,0.17857,0,-0.10379,0.52482,-0.2664,0.861535,8.64297
0.82833,0.47157,0,-0.10379,-0.52495,-0.25857,0.525445,7.98451
0.81414,0.44002,0,-0.10379,-0.51712,-0.25857,0.55008,8.06169
0.80091,0.41202,0,-0.10379,-0.50928,-0.25857,0.581818,8.13887
0.78838,0.38678,0,-0.10379,-0.50145,-0.25857,0.623512,8.21582
0.77613,0.36323,0,-0.10379,-0.49361,-0.25857,0.675354,8.29271
0.76365,0.3404,0,-0.10379,-0.48578,-0.25857,0.735423,8.36931
0.75205,0.32017,0,-0.10379,-0.47795,-0.25857,0.804147,8.4457
0.74172,0.30278,0,-0.10379,-0.47011,-0.25857,0.905203,8.52195
0.72139,0.27212,0,-0.10379,-0.46228,-0.25857,1.01266,8.59783
0.72167,0.27211,0,-0.10379,-0.45444,-0.25857,1.15909,8.67351
0.73663,0.29461,0,-0.10379,-0.44661,-0.25857,1.3942,8.74876
0.68008,0.21403,0.44397,-0.10379,-0.43878,-0.25857,1.78776,8.82365
0.68229,0.21673,0.44397,-0.10379,-0.43094,-0.25857,2.79218,8.89825
0.68945,0.22606,0.44397,-0.10379,-0.42311,-0.25857,3.94003,8.97233
0.69507,0.23357,0.44397,-0.10379,-0.41527,-0.25857,5.19875,9.04605
0.69979,0.24,0.44397,-0.10379,-0.40744,-0.25857,6.24443,9.1192
0.70425,0.24619,0.44397,-0.10379,-0.39961,-0.25857,7.40865,9.19183
0.70885,0.25269,0.44397,-0.10379,-0.39177,-0.25857,9.32315,9.26401
0.71384,0.2599,0.44397,-0.10379,-0.38394,-0.25857,10.9466,9.33552
0.71938,0.26807,0.44397,-0.10379,-0.3761,-0.25857,11.9195,9.40651
0.72555,0.27739,0.44397,-0.10379,-0.36827,-0.25857,12.8579,9.47677
0.73237,0.28797,0.44397,-0.10379,-0.36043,-0.25857,13.9747,9.54645
0.73982,0.29987,0.44397,-0.10379,-0.3526,-0.25857,14.5857,9.61533
