Intensity,E4,Composition,Points:0,Points:1,Points:2,Run-Aver-E4,Conv-Gauss
2.6823,67.96,0.44397,-0.10379,-0.078406,0.062634,12.1479,12.3644
2.9824,106.15,0.44397,-0.10379,-0.070572,0.062634,12.1085,12.3886
3.2883,160.81,0.44397,-0.10379,-0.062738,0.062634,12.0752,12.411
3.4193,190.39,0.44397,-0.10379,-0.054904,0.062634,12.0499,12.4315
3.2973,163.48,0.44397,-0.10379,-0.04707,0.062634,12.0347,12.4501
3.2054,145.88,0.44397,-0.10379,-0.039236,0.062634,12.0362,12.4668
3.2098,148.15,0.44397,-0.10379,-0.031402,0.062634,12.0377,12.4817
3.1671,141.29,0.44397,-0.10379,-0.023567,0.062634,12.0391,12.4946
3.0315,118.58,0.44397,-0.10379,-0.015733,0.062634,12.0403,12.5057
2.9007,99.478,0.44397,-0.10379,-0.0078992,0.062634,12.0414,12.5148
2.8119,87.687,0.44397,-0.10379,-6.51e-05,0.062634,12.0423,12.522
3.0082,118.22,0.44397,-0.10379,0.007769,0.062634,12.0432,12.5273
2.8483,94.966,0.44397,-0.10379,0.015603,0.062634,12.0439,12.5306
2.379,45.229,0.44397,-0.10379,0.023437,0.062634,12.0444,12.5321
1.9093,18.238,0.44397,-0.10379,0.031271,0.062634,12.0449,12.5316
1.731,12.298,0.44397,-0.10379,0.039106,0.062634,12.0452,12.5292
1.7386,12.721,0.44397,-0.10379,0.04694,0.062634,12.0454,12.5249
2.3107,44.18,0.44397,-0.10379,0.054774,0.062634,12.0625,12.5186
2.3282,46.343,0.44397,-0.10379,0.062608,0.062634,12.0896,12.5105
1.6346,10.592,0.44397,-0.10379,0.070442,0.062634,12.1246,12.5004
1.0686,1.7789,0.44397,-0.10379,0.078276,0.062634,12.1657,12.4884
0.81442,0.56433,0.44397,-0.10379,0.08611,0.062634,12.213,12.4746
0.65839,0.22533,0.44397,-0.10379,0.093944,0.062634,12.2645,12.4588
0.54918,0.10216,0.44397,-0.10379,0.10178,0.062634,12.3204,12.4412
0.49119,0.062669,0.44397,-0.10379,0.10961,0.062634,12.3808,12.4218
0.47912,0.05591,0.44397,-0.10379,0.11745,0.062634,12.4457,12.4004
0.4999,0.066404,0.44397,-0.10379,0.12528,0.062634,12.5132,12.3773
0.53877,0.090209,0.44397,-0.10379,0.13311,0.062634,12.5856,12.3524
0.58438,0.12537,0.44397,-0.10379,0.14095,0.062634,12.6607,12.3256
0.62965,0.16876,0.44397,-0.10379,0.14878,0.062634,12.741,12.2971
0.67076,0.21604,0.44397,-0.10379,0.15662,0.062634,12.8243,12.2667
0.7062,0.26298,0.44397,-0.10379,0.16445,0.062634,12.9109,12.2347
0.73594,0.30678,0.44397,-0.10379,0.17229,0.062634,13.0008,12.2009
0.76078,0.34649,0.44397,-0.10379,0.18012,0.062634,13.0943,12.1654
0.78184,0.38263,0.44397,-0.10379,0.18795,0.062634,13.1938,12.1283
0.80022,0.41645,0.44397,-0.10379,0.19579,0.062634,13.2973,12.0895
0.81677,0.4492,0.44397,-0.10379,0.20362,0.062634,13.4026,12.049
0.83205,0.48169,0.44397,-0.10379,0.21146,0.062634,13.5121,12.0069
0.8463,0.51416,0.44397,-0.10379,0.21929,0.062634,13.6262,11.9633
0.85951,0.54621,0.44397,-0.10379,0.22712,0.062634,13.745,11.9182
0.87152,0.57698,0.44397,-0.10379,0.23496,0.062634,13.8688,11.8714
0.88205,0.60531,0.44397,-0.10379,0.24279,0.062634,13.9978,11.8232
0.89083,0.62989,0.44397,-0.10379,0.25063,0.062634,14.1295,11.7734
0.8976,0.64945,0.44397,-0.10379,0.25846,0.062634,14.2668,11.7223
0.90214,0.66292,0.44397,-0.10379,0.2663,0.062634,14.4098,11.6697
0.90428,0.66949,0.44397,-0.10379,0.27413,0.062634,14.556,11.6158
0.90394,0.66871,0.44397,-0.10379,0.28196,0.062634,14.7082,11.5605
0.90108,0.6605,0.44397,-0.10379,0.2898,0.062634,14.8667,11.5038
0.89575,0.64518,0.44397,-0.10379,0.29763,0.062634,15.0287,11.4459
0.88803,0.62335,0.44397,-0.10379,0.30547,0.062634,15.1972,11.3867
0.87805,0.59592,0.44397,-0.10379,0.3133,0.062634,15.3691,11.3263
0.86599,0.56394,0.44397,-0.10379,0.32113,0.062634,15.5474,11.2647
0.85205,0.52857,0.44397,-0.10379,0.32897,0.062634,15.7285,11.2019
0.83645,0.49097,0.44397,-0.10379,0.3368,0.062634,15.915,11.1381
0.81943,0.45226,0.44397,-0.10379,0.34464,0.062634,16.1027,11.073
0.80122,0.41343,0.44397,-0.10379,0.35247,0.062634,16.2937,11.007
0.78207,0.37533,0.44397,-0.10379,0.3603,0.062634,16.484,10.9399
0.7622,0.33864,0.44397,-0.10379,0.36814,0.062634,16.6738,10.8718
0.74183,0.30386,0.44397,-0.10379,0.37597,0.062634,16.8672,10.8028
0.72113,0.27134,0.44397,-0.10379,0.38381,0.062634,17.0594,10.7328
0.70027,0.24127,0.44397,-0.10379,0.39164,0.062634,17.2485,10.6619
0.67937,0.2137,0.44397,-0.10379,0.39948,0.062634,17.4277,10.5902
0.65847,0.18856,0.44397,-0.10379,0.40731,0.062634,17.5841,10.5177
0.63753,0.16563,0.44397,-0.10379,0.41514,0.062634,17.699,10.4444
0.61634,0.14459,0.44397,-0.10379,0.42298,0.062634,17.7295,10.3702
0.59472,0.1252,0.44397,-0.10379,0.43081,0.062634,17.6797,10.2955
0.5781,0.1117,0.44397,-0.10379,0.43865,0.062634,17.5885,10.2199
0.60832,0.13712,0,-0.10379,0.44648,0.062634,17.4333,10.1438
0.58215,0.11508,0,-0.10379,0.45431,0.062634,17.1016,10.0671
0.57016,0.10606,0,-0.10379,0.46215,0.062634,15.7647,9.98968
0.5757,0.10987,0,-0.10379,0.46998,0.062634,14.4688,9.91182
0.57516,0.10951,0,-0.10379,0.47782,0.062634,13.432,9.83333
0.57747,0.1113,0,-0.10379,0.48565,0.062634,11.9717,9.75446
0.58212,0.11495,0,-0.10379,0.49348,0.062634,9.75217,9.67513
0.58819,0.11986,0,-0.10379,0.50132,0.062634,7.81403,9.59528
0.59595,0.12635,0,-0.10379,0.50915,0.062634,5.83055,9.51513
0.60562,0.1348,0,-0.10379,0.51699,0.062634,2.92007,9.43453
0.61727,0.14553,0,-0.10379,0.52482,0.062634,1.63709,9.35369
0.62276,0.15042,0,-0.10379,-0.52495,0.070468,2.11239,8.75369
0.61844,0.14628,0,-0.10379,-0.51712,0.070468,2.56088,8.83761
0.61629,0.14426,0,-0.10379,-0.50928,0.070468,3.17277,8.9215
0.61605,0.14405,0,-0.10379,-0.50145,0.070468,4.79745,9.00511
0.61726,0.14521,0,-0.10379,-0.49361,0.070468,5.94695,9.08862
0.61953,0.14736,0,-0.10379,-0.48578,0.070468,6.34561,9.1718
0.6246,0.15225,0,-0.10379,-0.47795,0.070468,7.07929,9.25471
0.63254,0.16026,0,-0.10379,-0.47011,0.070468,8.20407,9.33743
0.63313,0.16081,0,-0.10379,-0.46228,0.070468,9.6486,9.41971
0.66086,0.19074,0,-0.10379,-0.45444,0.070468,10.6763,9.50175
0.70385,0.2499,0,-0.10379,-0.44661,0.070468,11.111,9.58329
0.654,0.18295,0.44397,-0.10379,-0.43878,0.070468,11.9293,9.6644
0.69236,0.23015,0.44397,-0.10379,-0.43094,0.070468,12.8061,9.74516
0.73026,0.2852,0.44397,-0.10379,-0.42311,0.070468,13.9645,9.82533
0.76393,0.3417,0.44397,-0.10379,-0.41527,0.070468,16.3977,9.90507
0.79476,0.40035,0.44397,-0.10379,-0.40744,0.070468,17.0124,9.98415
0.82361,0.46176,0.44397,-0.10379,-0.39961,0.070468,17.1102,10.0626
0.85091,0.5261,0.44397,-0.10379,-0.39177,0.070468,17.0737,10.1406
0.87684,0.59322,0.44397,-0.10379,-0.38394,0.070468,16.9764,10.2178
0.90145,0.66267,0.44397,-0.10379,-0.3761,0.070468,16.8362,10.2944
0.92473,0.73378,0.44397,-0.10379,-0.36827,0.070468,16.6695,10.3702
0.94658,0.80564,0.44397,-0.10379,-0.36043,0.070468,16.4914,10.4453
0.96691,0.87706,0.44397,-0.10379,-0.3526,0.070468,16.3056,10.5195
0.98555,0.94665,0.44397,-0.10379,-0.34477,0.070468,16.1166,10.5929
1.0023,1.0127,0.44397,-0.10379,-0.33693,0.070468,15.9305,10.6654
1.017,1.0735,0.44397,-0.10379,-0.3291,0.070468,15.7455,10.737
1.0295,1.127,0.44397,-0.10379,-0.32126,0.070468,15.5657,10.8078
1.0394,1.1711,0.44397,-0.10379,-0.31343,0.070468,15.3884,10.8774
1.0466,1.2039,0.44397,-0.10379,-0.3056,0.070468,15.2171,10.9461
1.0508,1.2237,0.44397,-0.10379,-0.29776,0.070468,15.0487,11.0138
1.052,1.2291,0.44397,-0.10379,-0.28993,0.070468,14.8865,11.0803
1.0498,1.2193,0.44397,-0.10379,-0.28209,0.070468,14.7274,11.1458
1.0443,1.1941,0.44397,-0.10379,-0.27426,0.070468,14.5744,11.2101
1.0354,1.1542,0.44397,-0.10379,-0.26643,0.070468,14.4273,11.2732
1.0233,1.101,0.44397,-0.10379,-0.25859,0.070468,14.2832,11.3351
1.008,1.0371,0.44397,-0.10379,-0.25076,0.070468,14.1449,11.3957
0.99017,0.96567,0.44397,-0.10379,-0.24292,0.070468,14.012,11.4551
0.9704,0.8908,0.44397,-0.10379,-0.23509,0.070468,13.8819,11.5131
0.94974,0.8171,0.44397,-0.10379,-0.22725,0.070468,13.757,11.5699
0.92966,0.74965,0.44397,-0.10379,-0.21942,0.070468,13.6371,11.6252
0.91218,0.69399,0.44397,-0.10379,-0.21159,0.070468,13.5221,11.679
0.8999,0.6564,0.44397,-0.10379,-0.20375,0.070468,13.4117,11.7316
0.89605,0.64465,0.44397,-0.10379,-0.19592,0.070468,13.3057,11.7825
0.90428,0.66977,0.44397,-0.10379,-0.18808,0.070468,13.2016,11.8321
0.92832,0.74922,0.44397,-0.10379,-0.18025,0.070468,13.1016,11.88
0.97144,0.91234,0.44397,-0.10379,-0.17242,0.070468,13.0078,11.9264
1.0359,1.2088,0.44397,-0.10379,-0.16458,0.070468,12.9178,11.9713
1.1227,1.7204,0.44397,-0.10379,-0.15675,0.070468,12.8312,12.0145
1.2312,2.574,0.44397,-0.10379,-0.14891,0.070468,12.7481,12.0562
1.3589,3.9489,0.44397,-0.10379,-0.14108,0.070468,12.6683,12.0961
1.5011,6.0556,0.44397,-0.10379,-0.13325,0.070468,12.5937,12.1344
1.6492,9.039,0.44397,-0.10379,-0.12541,0.070468,12.5221,12.171
1.7915,12.803,0.44397,-0.10379,-0.11758,0.070468,12.4554,12.2058
1.9188,17.014,0.44397,-0.10379,-0.10974,0.070468,12.3915,12.2389
2.0368,21.689,0.44397,-0.10379,-0.10191,0.070468,12.3322,12.2703
2.1689,27.982,0.44397,-0.10379,-0.094075,0.070468,12.2776,12.2998
2.3424,38.353,0.44397,-0.10379,-0.08624,0.070468,12.2273,12.3276
2.5686,56.21,0.44397,-0.10379,-0.078406,0.070468,12.1815,12.3536
2.8333,84.7,0.44397,-0.10379,-0.070572,0.070468,12.1419,12.3777
3.0997,123.69,0.44397,-0.10379,-0.062738,0.070468,12.1085,12.4
3.2802,157.14,0.44397,-0.10379,-0.054904,0.070468,12.0832,12.4204
3.3682,175.77,0.44397,-0.10379,-0.04707,0.070468,12.068,12.439
3.541,217.95,0.44397,-0.10379,-0.039236,0.070468,12.0697,12.4556
3.7729,285.16,0.44397,-0.10379,-0.031402,0.070468,12.0713,12.4704
4.1079,411.11,0.44397,-0.10379,-0.023567,0.070468,12.0727,12.4833
3.8782,324.11,0.44397,-0.10379,-0.015733,0.070468,12.0741,12.4943
3.5228,217.22,0.44397,-0.10379,-0.0078992,0.070468,12.0753,12.5034
3.583,234.35,0.44397,-0.10379,-6.51e-05,0.070468,12.0763,12.5105
4.6678,735.02,0.44397,-0.10379,0.007769,0.070468,12.0773,12.5158
4.5212,645.79,0.44397,-0.10379,0.015603,0.070468,12.0781,12.5191
3.7105,284.89,0.44397,-0.10379,0.023437,0.070468,12.0788,12.5205
2.6041,65.236,0.44397,-0.10379,0.031271,0.070468,12.0793,12.5199
1.954,19.814,0.44397,-0.10379,0.039106,0.070468,12.0797,12.5175
1.6463,9.7499,0.44397,-0.10379,0.04694,0.070468,12.0801,12.5131
1.7107,11.805,0.44397,-0.10379,0.054774,0.070468,12.0974,12.5068
1.7952,14.922,0.44397,-0.10379,0.062608,0.070468,12.1247,12.4986
1.4054,5.4125,0.44397,-0.10379,0.070442,0.070468,12.1601,12.4885
1.0025,1.3227,0.44397,-0.10379,0.078276,0.070468,12.2015,12.4765
0.77814,0.46007,0.44397,-0.10379,0.08611,0.070468,12.2492,12.4626
0.62267,0.17895,0.44397,-0.10379,0.093944,0.070468,12.3011,12.4469
0.50912,0.075259,0.44397,-0.10379,0.10178,0.070468,12.3575,12.4292
0.44027,0.040065,0.44397,-0.10379,0.10961,0.070468,12.4183,12.4098
0.41785,0.031782,0.44397,-0.10379,0.11745,0.070468,12.4837,12.3884
0.43344,0.036744,0.44397,-0.10379,0.12528,0.070468,12.5517,12.3653
0.47179,0.051919,0.44397,-0.10379,0.13311,0.070468,12.6246,12.3403
0.51961,0.076811,0.44397,-0.10379,0.14095,0.070468,12.7002,12.3135
0.56862,0.11025,0.44397,-0.10379,0.14878,0.070468,12.781,12.285
0.61448,0.14982,0.44397,-0.10379,0.15662,0.070468,12.865,12.2546
0.65535,0.19253,0.44397,-0.10379,0.16445,0.070468,12.9522,12.2226
0.69088,0.23584,0.44397,-0.10379,0.17229,0.070468,13.0427,12.1888
0.72154,0.2782,0.44397,-0.10379,0.18012,0.070468,13.1369,12.1533
0.74815,0.31911,0.44397,-0.10379,0.18795,0.070468,13.2371,12.1162
0.77159,0.35874,0.44397,-0.10379,0.19579,0.070468,13.3413,12.0773
0.79258,0.39749,0.44397,-0.10379,0.20362,0.070468,13.4473,12.0369
0.8116,0.43558,0.44397,-0.10379,0.21146,0.070468,13.5576,11.9948
0.82889,0.47291,0.44397,-0.10379,0.21929,0.070468,13.6725,11.9512
0.8445,0.50896,0.44397,-0.10379,0.22712,0.070468,13.7921,11.906
0.85834,0.54285,0.44397,-0.10379,0.23496,0.070468,13.9167,11.8593
0.87023,0.5735,0.44397,-0.10379,0.24279,0.070468,14.0466,11.8111
0.87998,0.59973,0.44397,-0.10379,0.25063,0.070468,14.1792,11.7613
0.88742,0.62041,0.44397,-0.10379,0.25846,0.070468,14.3173,11.7102
0.89238,0.63462,0.44397,-0.10379,0.2663,0.070468,14.4613,11.6576
0.89478,0.64167,0.44397,-0.10379,0.27413,0.070468,14.6084,11.6037
0.89457,0.64127,0.44397,-0.10379,0.28196,0.070468,14.7617,11.5485
0.89177,0.63343,0.44397,-0.10379,0.2898,0.070468,14.9213,11.4918
0.88643,0.61856,0.44397,-0.10379,0.29763,0.070468,15.0843,11.4339
0.87868,0.59733,0.44397,-0.10379,0.30547,0.070468,15.2539,11.3747
0.86868,0.57068,0.44397,-0.10379,0.3133,0.070468,15.4269,11.3144
0.8566,0.53968,0.44397,-0.10379,0.32113,0.070468,15.6063,11.2528
0.84266,0.50548,0.44397,-0.10379,0.32897,0.070468,15.7885,11.19
0.82711,0.46923,0.44397,-0.10379,0.3368,0.070468,15.9761,11.1262
0.81018,0.43202,0.44397,-0.10379,0.34464,0.070468,16.1648,11.0612
0.79212,0.3948,0.44397,-0.10379,0.35247,0.070468,16.3569,10.9952
0.77317,0.35839,0.44397,-0.10379,0.3603,0.070468,16.5484,10.9282
0.75357,0.32342,0.44397,-0.10379,0.36814,0.070468,16.7414,10.8601
0.73353,0.29037,0.44397,-0.10379,0.37597,0.070468,16.9364,10.7911
0.71324,0.25956,0.44397,-0.10379,0.38381,0.070468,17.1301,10.7211
0.69287,0.23114,0.44397,-0.10379,0.39164,0.070468,17.3182,10.6504
0.67254,0.20516,0.44397,-0.10379,0.39948,0.070468,17.4955,10.5786
0.6523,0.18152,0.44397,-0.10379,0.40731,0.070468,17.6493,10.5062
0.63211,0.16002,0.44397,-0.10379,0.41514,0.070468,17.7609,10.4329
0.61179,0.14033,0.44397,-0.10379,0.42298,0.070468,17.7878,10.3589
0.59116,0.12221,0.44397,-0.10379,0.43081,0.070468,17.7343,10.2841
0.57558,0.10976,0.44397,-0.10379,0.43865,0.070468,17.6474,10.2086
0.60452,0.13367,0,-0.10379,0.44648,0.070468,17.49,10.1326
0.57963,0.11313,0,-0.10379,0.45431,0.070468,17.1494,10.0559
0.56835,0.10476,0,-0.10379,0.46215,0.070468,15.7722,9.97857
0.57412,0.10868,0,-0.10379,0.46998,0.070468,14.2057,9.90076
0.57404,0.10868,0,-0.10379,0.47782,0.070468,12.9511,9.82233
0.57677,0.11079,0,-0.10379,0.48565,0.070468,11.3331,9.74352
0.58187,0.11478,0,-0.10379,0.49348,0.070468,9.32031,9.66426
0.58842,0.12007,0,-0.10379,0.50132,0.070468,7.26526,9.58447
0.59668,0.127,0,-0.10379,0.50915,0.070468,5.41679,9.50439
0.60685,0.13593,0,-0.10379,0.51699,0.070468,2.53914,9.42385
0.619,0.1472,0,-0.10379,0.52482,0.070468,1.47258,9.34308
0.62345,0.15109,0,-0.10379,-0.52495,0.078302,2.11278,8.74664
0.61945,0.14724,0,-0.10379,-0.51712,0.078302,2.56218,8.83047
0.61761,0.14551,0,-0.10379,-0.50928,0.078302,3.18275,8.91425
0.61767,0.14558,0,-0.10379,-0.50145,0.078302,4.81237,8.99776
0.61918,0.14703,0,-0.10379,-0.49361,0.078302,5.96278,9.08117
0.62172,0.14946,0,-0.10379,-0.48578,0.078302,6.35251,9.16424
0.62706,0.15468,0,-0.10379,-0.47795,0.078302,7.09499,9.24704
0.63521,0.163,0,-0.10379,-0.47011,0.078302,8.20022,9.32966
0.63608,0.16381,0,-0.10379,-0.46228,0.078302,9.54968,9.41184
0.66422,0.19465,0,-0.10379,-0.45444,0.078302,10.4187,9.49377
0.70724,0.2549,0,-0.10379,-0.44661,0.078302,11.0814,9.57521
0.65717,0.18652,0.44397,-0.10379,-0.43878,0.078302,11.7972,9.65621
0.69599,0.23502,0.44397,-0.10379,-0.43094,0.078302,12.6775,9.73687
0.73406,0.29117,0.44397,-0.10379,-0.42311,0.078302,13.4976,9.81693
0.76777,0.34859,0.44397,-0.10379,-0.41527,0.078302,15.4432,9.89657
0.79855,0.408,0.44397,-0.10379,-0.40744,0.078302,16.8539,9.97554
0.82731,0.47005,0.44397,-0.10379,-0.39961,0.078302,17.1068,10.0539
0.85449,0.53492,0.44397,-0.10379,-0.39177,0.078302,17.0979,10.1318
0.88027,0.60246,0.44397,-0.10379,-0.38394,0.078302,17.0162,10.2089
0.90473,0.67223,0.44397,-0.10379,-0.3761,0.078302,16.888,10.2854
0.92785,0.74359,0.44397,-0.10379,-0.36827,0.078302,16.7299,10.361
0.94956,0.81563,0.44397,-0.10379,-0.36043,0.078302,16.5555,10.436
0.96976,0.88721,0.44397,-0.10379,-0.3526,0.078302,16.3714,10.5101
0.98828,0.95694,0.44397,-0.10379,-0.34477,0.078302,16.183,10.5834
1.005,1.0232,0.44397,-0.10379,-0.33693,0.078302,15.9968,10.6559
1.0196,1.0842,0.44397,-0.10379,-0.3291,0.078302,15.8112,10.7274
1.0321,1.138,0.44397,-0.10379,-0.32126,0.078302,15.6306,10.798
1.042,1.1825,0.44397,-0.10379,-0.31343,0.078302,15.4523,10.8676
1.0493,1.2158,0.44397,-0.10379,-0.3056,0.078302,15.2799,10.9361
1.0536,1.2362,0.44397,-0.10379,-0.29776,0.078302,15.1104,11.0037
1.0549,1.2423,0.44397,-0.10379,-0.28993,0.078302,14.947,11.0701
1.0529,1.2331,0.44397,-0.10379,-0.28209,0.078302,14.7867,11.1355
1.0475,1.2083,0.44397,-0.10379,-0.27426,0.078302,14.6325,11.1997
1.0388,1.1687,0.44397,-0.10379,-0.26643,0.078302,14.4843,11.2627
1.0267,1.1155,0.44397,-0.10379,-0.25859,0.078302,14.339,11.3245
1.0115,1.0511,0.44397,-0.10379,-0.25076,0.078302,14.1995,11.385
0.99358,0.97861,0.44397,-0.10379,-0.24292,0.078302,14.0656,11.4443
0.97352,0.90196,0.44397,-0.10379,-0.23509,0.078302,13.9344,11.5022
0.95227,0.82564,0.44397,-0.10379,-0.22725,0.078302,13.8085,11.5589
0.9312,0.75457,0.44397,-0.10379,-0.21942,0.078302,13.6877,11.6141
0.91217,0.69405,0.44397,-0.10379,-0.21159,0.078302,13.5717,11.6679
0.8976,0.64989,0.44397,-0.10379,-0.20375,0.078302,13.4603,11.7203
0.89054,0.629,0.44397,-0.10379,-0.19592,0.078302,13.3535,11.7711
0.89449,0.64072,0.44397,-0.10379,-0.18808,0.078302,13.2485,11.8206
0.91304,0.69929,0.44397,-0.10379,-0.18025,0.078302,13.1477,11.8685
0.94939,0.82798,0.44397,-0.10379,-0.17242,0.078302,13.0532,11.9148
1.0057,1.0654,0.44397,-0.10379,-0.16458,0.078302,12.9624,11.9596
1.0829,1.4733,0.44397,-0.10379,-0.15675,0.078302,12.8752,12.0027
1.18,2.1447,0.44397,-0.10379,-0.14891,0.078302,12.7915,12.0442
1.2945,3.2062,0.44397,-0.10379,-0.14108,0.078302,12.711,12.0841
1.422,4.8011,0.44397,-0.10379,-0.13325,0.078302,12.6359,12.1223
1.5556,7.0352,0.44397,-0.10379,-0.12541,0.078302,12.5638,12.1588
1.6869,9.8894,0.44397,-0.10379,-0.11758,0.078302,12.4967,12.1935
1.8097,13.232,0.44397,-0.10379,-0.10974,0.078302,12.4323,12.2266
1.9282,17.141,0.44397,-0.10379,-0.10191,0.078302,12.3727,12.2579
2.0589,22.371,0.44397,-0.10379,-0.094075,0.078302,12.3178,12.2874
2.2216,30.539,0.44397,-0.10379,-0.08624,0.078302,12.2673,12.3151
2.4256,43.886,0.44397,-0.10379,-0.078406,0.078302,12.2212,12.3409
2.6606,64.455,0.44397,-0.10379,-0.070572,0.078302,12.1814,12.365
2.9035,92.783,0.44397,-0.10379,-0.062738,0.078302,12.1479,12.3872
3.1479,130.17,0.44397,-0.10379,-0.054904,0.078302,12.1225,12.4076
3.4668,195.78,0.44397,-0.10379,-0.04707,0.078302,12.1073,12.4261
3.8655,309.72,0.44397,-0.10379,-0.039236,0.078302,12.1091,12.4427
4.5971,642.08,0.44397,-0.10379,-0.031402,0.078302,12.1108,12.4574
6.7671,3340.3,0.44397,-0.10379,-0.023567,0.078302,12.1124,12.4702
6.2552,2409.9,0.44397,-0.10379,-0.015733,0.078302,12.1138,12.4812
4.3446,508.93,0.44397,-0.10379,-0.0078992,0.078302,12.1151,12.4902
5.642,1580.6,0.44397,-0.10379,-6.51e-05,0.078302,12.1163,12.4973
5.3015,1208,0.44397,-0.10379,0.007769,0.078302,12.1174,12.5025
5.2736,1190.2,0.44397,-0.10379,0.015603,0.078302,12.1183,12.5057
5.4672,1422,0.44397,-0.10379,0.023437,0.078302,12.1191,12.5071
3.436,203.63,0.44397,-0.10379,0.031271,0.078302,12.1198,12.5065
2.2475,34.546,0.44397,-0.10379,0.039106,0.078302,12.1203,12.504
1.7537,12.39,0.44397,-0.10379,0.04694,0.078302,12.1208,12.4996
1.5277,7.0697,0.44397,-0.10379,0.054774,0.078302,12.1383,12.4933
1.4018,5.0423,0.44397,-0.10379,0.062608,0.078302,12.1659,12.485
1.2143,2.8298,0.44397,-0.10379,0.070442,0.078302,12.2016,12.4749
0.99168,1.2386,0.44397,-0.10379,0.078276,0.078302,12.2434,12.4629
0.7943,0.49557,0.44397,-0.10379,0.08611,0.078302,12.2915,12.449
0.63214,0.19046,0.44397,-0.10379,0.093944,0.078302,12.3439,12.4332
0.50554,0.073662,0.44397,-0.10379,0.10178,0.078302,12.4007,12.4155
0.41896,0.032845,0.44397,-0.10379,0.10961,0.078302,12.4621,12.396
0.37876,0.021211,0.44397,-0.10379,0.11745,0.078302,12.528,12.3746
0.3826,0.021908,0.44397,-0.10379,0.12528,0.078302,12.5966,12.3515
0.41622,0.030815,0.44397,-0.10379,0.13311,0.078302,12.67,12.3265
0.46381,0.047802,0.44397,-0.10379,0.14095,0.078302,12.7463,12.2997
0.51501,0.072881,0.44397,-0.10379,0.14878,0.078302,12.8278,12.2711
0.56444,0.10504,0.44397,-0.10379,0.15662,0.078302,12.9124,12.2408
0.60971,0.14246,0.44397,-0.10379,0.16445,0.078302,13.0003,12.2087
0.6501,0.18311,0.44397,-0.10379,0.17229,0.078302,13.0916,12.1749
0.68575,0.22536,0.44397,-0.10379,0.18012,0.078302,13.1865,12.1394
0.71721,0.26816,0.44397,-0.10379,0.18795,0.078302,13.2875,12.1023
0.74512,0.31097,0.44397,-0.10379,0.19579,0.078302,13.3925,12.0635
0.77005,0.3535,0.44397,-0.10379,0.20362,0.078302,13.4994,12.023
0.79242,0.39544,0.44397,-0.10379,0.21146,0.078302,13.6106,11.981
0.81247,0.43631,0.44397,-0.10379,0.21929,0.078302,13.7264,11.9374
0.83026,0.4754,0.44397,-0.10379,0.22712,0.078302,13.8469,11.8922
0.84578,0.51175,0.44397,-0.10379,0.23496,0.078302,13.9725,11.8455
0.85893,0.54428,0.44397,-0.10379,0.24279,0.078302,14.1034,11.7973
0.86958,0.57187,0.44397,-0.10379,0.25063,0.078302,14.237,11.7476
0.87764,0.5935,0.44397,-0.10379,0.25846,0.078302,14.3763,11.6965
0.88302,0.60834,0.44397,-0.10379,0.2663,0.078302,14.5214,11.6439
0.88567,0.61584,0.44397,-0.10379,0.27413,0.078302,14.6697,11.59
0.8856,0.6158,0.44397,-0.10379,0.28196,0.078302,14.8241,11.5348
0.88286,0.60834,0.44397,-0.10379,0.2898,0.078302,14.985,11.4782
0.87754,0.59394,0.44397,-0.10379,0.29763,0.078302,15.1493,11.4203
0.86978,0.57333,0.44397,-0.10379,0.30547,0.078302,15.3202,11.3612
0.85977,0.54746,0.44397,-0.10379,0.3133,0.078302,15.4945,11.3008
0.8477,0.51743,0.44397,-0.10379,0.32113,0.078302,15.6752,11.2393
0.83381,0.48439,0.44397,-0.10379,0.32897,0.078302,15.8587,11.1766
0.81833,0.44946,0.44397,-0.10379,0.3368,0.078302,16.0476,11.1128
0.80152,0.4137,0.44397,-0.10379,0.34464,0.078302,16.2391,11.0478
0.78364,0.37803,0.44397,-0.10379,0.35247,0.078302,16.4325,10.9819
0.76493,0.34323,0.44397,-0.10379,0.3603,0.078302,16.6255,10.9149
0.74563,0.30989,0.44397,-0.10379,0.36814,0.078302,16.8184,10.8469
0.72596,0.27847,0.44397,-0.10379,0.37597,0.078302,17.0132,10.7779
0.70611,0.24925,0.44397,-0.10379,0.38381,0.078302,17.2063,10.708
0.68626,0.22237,0.44397,-0.10379,0.39164,0.078302,17.3931,10.6373
0.66651,0.19784,0.44397,-0.10379,0.39948,0.078302,17.5679,10.5656
0.64695,0.17558,0.44397,-0.10379,0.40731,0.078302,17.7184,10.4932
0.62751,0.15537,0.44397,-0.10379,0.41514,0.078302,17.824,10.42
0.60803,0.13688,0.44397,-0.10379,0.42298,0.078302,17.841,10.346
0.58835,0.11989,0.44397,-0.10379,0.43081,0.078302,17.7916,10.2714
0.5738,0.10841,0.44397,-0.10379,0.43865,0.078302,17.7023,10.1959
0.6018,0.13124,0,-0.10379,0.44648,0.078302,17.5443,10.1199
0.57805,0.11193,0,-0.10379,0.45431,0.078302,17.1802,10.0433
0.56747,0.10414,0,-0.10379,0.46215,0.078302,15.7475,9.96606
0.5735,0.10822,0,-0.10379,0.46998,0.078302,14.0153,9.88832
0.57386,0.10857,0,-0.10379,0.47782,0.078302,12.8494,9.80997
0.57699,0.11098,0,-0.10379,0.48565,0.078302,11.1163,9.73123
